id,age,employer_type,highest_education_completed,marital_status,occupation_code,race_code,gender,capital_gains,capital_losses,hours_worked_per_week,native_country_code,salary_greater_than_100k
15866,50,self_employed_not_incorporated,professional_degree, divorced,3,3,1,0,0,50,20,1
15867,51,non_government,high_school, divorced,6,3,1,0,0,40,20,0
15868,29,non_government,high_school,never_married,7,3,0,0,0,40,20,0
15869,51,non_government,doctoral_degree, divorced,6,3,0,14949,0,60,20,1
15870,39,non_government,some_college, divorced,2,3,0,0,0,60,20,0
15871,57,self_employed_not_incorporated,high_school, married,11,3,1,0,0,60,20,0
15872,55,non_government,bachelors_degree, divorced,1,3,0,0,0,40,20,0
15873,40,non_government,bachelors_degree, divorced,2,2,0,0,0,40,20,0
15874,37,non_government,some_college, married,0,3,1,0,0,57,20,0
15875,39,non_government,high_school, divorced,0,3,1,0,0,45,20,0
15876,62,government_state,bachelors_degree, married,0,3,1,0,0,40,20,0
15877,42,non_government,bachelors_degree, married,2,1,0,0,5568,40,15,1
15878,31,government_local,associates_degree_academic,never_married,2,0,0,0,0,40,20,0
15879,29,non_government,bachelors_degree,never_married,0,3,0,0,0,40,20,0
15880,25,non_government,bachelors_degree,never_married,5,1,0,0,3262,40,15,0
15881,23,non_government,high_school,never_married,10,3,1,0,0,30,20,0
15882,35,non_government,high_school, divorced,11,3,1,0,0,65,20,0
15883,23,non_government,high_school,never_married,4,3,1,0,0,25,20,0
15884,39,self_employed_incorporated,bachelors_degree, married,1,3,1,0,0,50,20,1
15885,28,non_government,bachelors_degree, married,0,3,1,0,0,45,20,0
15886,33,non_government,some_college, married,8,3,1,0,0,41,20,0
15887,21,non_government,some_college,never_married,7,3,0,0,0,30,20,0
15888,42,self_employed_not_incorporated,masters_degree, married,0,3,1,0,0,50,20,1
15889,20,non_government,high_school,never_married,3,3,1,0,0,40,20,0
15890,49,non_government,bachelors_degree, married,0,3,1,0,0,40,20,0
15891,36,self_employed_incorporated,some_college, married,9,3,1,0,0,60,20,1
15892,32,non_government,some_college, married,4,3,1,0,0,40,20,0
15893,32,non_government,high_school, married,0,3,0,0,0,48,20,0
15894,36,government_local,associates_degree_vocational,never_married,9,3,1,0,0,40,20,1
15895,36,non_government,high_school, divorced,10,3,0,0,0,40,20,0
15896,47,non_government,high_school, separated,3,3,0,0,0,52,20,0
15897,29,non_government,some_college, married,1,3,1,0,0,45,20,0
15898,52,non_government,high_school, married,0,3,1,0,0,48,20,0
15899,35,non_government,associates_degree_vocational,never_married,2,2,0,0,0,40,20,0
15900,25,non_government,bachelors_degree,never_married,0,3,0,0,5076,60,20,0
15901,35,non_government,bachelors_degree, married,1,3,1,0,0,50,20,1
15902,50,non_government,associates_degree_vocational, married,5,3,1,0,0,38,20,1
15903,21,non_government,high_school,never_married,7,3,0,0,0,35,20,0
15904,40,non_government,some_college, married,5,3,1,0,0,55,20,1
15905,30,non_government,associates_degree_vocational, married,0,3,1,0,0,48,20,0
15906,19,non_government,high_school,never_married,10,3,1,0,0,40,20,0
15907,53,non_government,high_school, married,0,3,1,0,0,40,20,0
15908,27,non_government,high_school,never_married,2,3,1,0,0,40,20,0
15909,33,government_local,bachelors_degree,never_married,1,3,0,0,0,45,20,0
15910,42,non_government,high_school, divorced,0,3,0,0,0,45,20,0
15911,38,self_employed_incorporated,professional_degree, married,1,1,1,0,0,40,20,1
15912,41,government_local,masters_degree, divorced,1,3,0,23694,0,36,20,1
15913,61,self_employed_incorporated,some_college, married,3,3,1,0,5468,35,20,1
15914,25,non_government,bachelors_degree,never_married,6,3,1,0,0,40,20,0
15915,40,non_government,high_school, divorced,10,3,0,0,0,48,27,0
15916,43,non_government,associates_degree_vocational, married,6,3,1,0,0,40,20,0
15917,63,self_employed_not_incorporated,high_school, married,6,3,1,6487,0,20,20,0
15918,42,government_local,bachelors_degree, married,0,3,1,0,5618,48,20,1
15919,44,non_government,high_school, married,10,3,0,0,0,40,20,0
15920,55,non_government,high_school, married,10,3,1,0,0,40,20,0
15921,41,government_local,bachelors_degree, divorced,9,3,0,0,0,40,20,0
15922,43,government_local,masters_degree, divorced,1,2,0,29967,0,40,20,1
15923,40,self_employed_incorporated,bachelors_degree, divorced,0,3,1,0,0,40,20,0
15924,35,non_government,associates_degree_academic, married,2,3,1,0,0,40,20,1
15925,23,non_government,high_school, married,10,2,1,0,0,45,20,0
15926,44,non_government,associates_degree_vocational, married,2,3,1,21229,0,51,20,1
15927,36,non_government,high_school,never_married,4,3,1,0,0,40,20,0
15928,23,government_state,bachelors_degree,never_married,1,3,0,0,0,40,20,0
15929,21,non_government,some_college,never_married,3,3,0,0,0,35,20,0
15930,32,non_government,some_college, divorced,10,3,1,0,0,45,20,0
15931,24,non_government,bachelors_degree,never_married,2,1,0,0,0,40,20,0
15932,28,non_government,high_school, married,6,3,1,10843,0,40,20,0
15933,47,government_local,bachelors_degree,never_married,1,3,0,0,0,50,20,1
15934,43,government_local,some_college,never_married,0,3,0,0,0,12,20,0
15935,65,non_government,some_college, widowed,2,3,0,0,0,15,20,0
15936,39,non_government,high_school, married,8,3,1,0,0,65,20,0
15937,45,non_government,associates_degree_vocational, married,1,3,1,0,0,24,20,1
15938,36,non_government,high_school, divorced,8,3,1,0,0,60,20,0
15939,45,non_government,high_school, married,7,2,1,0,0,40,20,0
15940,41,self_employed_not_incorporated,some_college, divorced,7,3,1,0,0,45,20,0
15941,33,self_employed_not_incorporated,high_school,never_married,0,3,1,0,0,55,6,0
15942,32,self_employed_not_incorporated,high_school, divorced,3,3,1,0,4984,62,20,0
15943,53,non_government,masters_degree,never_married,0,3,0,0,0,60,20,1
15944,45,non_government,bachelors_degree, married,0,3,1,24009,0,50,20,1
15945,38,non_government,high_school, married,8,3,1,0,0,45,20,0
15946,23,non_government,associates_degree_vocational,never_married,2,3,0,0,0,40,20,0
15947,38,non_government,some_college, widowed,2,2,0,0,0,40,20,0
15948,31,non_government,associates_degree_vocational, married,0,3,1,0,0,40,20,0
15949,25,non_government,high_school,never_married,7,3,0,0,0,30,2,0
15950,18,self_employed_not_incorporated,some_college,never_married,11,3,1,0,0,30,20,0
15951,49,non_government,associates_degree_vocational, divorced,5,3,0,0,0,40,20,0
15952,36,non_government,some_college,never_married,2,3,0,0,0,40,20,0
15953,29,non_government,high_school,never_married,2,3,0,0,0,40,20,0
15954,31,non_government,high_school,never_married,7,3,1,0,0,35,20,0
15955,64,self_employed_not_incorporated,associates_degree_vocational, married,11,3,1,0,0,55,20,0
15956,54,non_government,high_school, married,2,3,0,0,0,40,20,0
15957,45,non_government,high_school, separated,2,3,0,0,0,38,20,0
15958,38,non_government,some_college, married,6,3,1,0,0,45,20,0
15959,28,non_government,bachelors_degree,never_married,0,3,1,0,0,50,20,1
15960,32,government_state,bachelors_degree, divorced,0,1,0,0,0,40,20,0
15961,61,self_employed_not_incorporated,associates_degree_academic, married,0,3,0,0,0,90,20,0
15962,27,non_government,high_school,never_married,7,2,0,0,0,40,26,0
15963,25,non_government,some_college,never_married,2,3,1,0,6082,40,20,0
15964,27,non_government,bachelors_degree,never_married,5,2,0,0,0,40,20,0
15965,21,non_government,high_school, married,6,3,1,0,0,40,20,0
15966,30,non_government,high_school,never_married,7,3,1,0,0,40,18,0
15967,27,non_government,bachelors_degree, married,3,3,1,0,0,45,20,0
15968,20,non_government,high_school,never_married,7,3,0,0,0,25,20,0
15969,57,non_government,high_school, married,10,3,1,0,0,40,20,0
15970,19,non_government,some_college,never_married,2,3,0,0,0,40,20,0
15971,35,non_government,some_college,never_married,2,2,1,0,0,40,20,0
15972,26,non_government,high_school,never_married,6,3,1,0,0,70,20,0
15973,54,self_employed_not_incorporated,some_college, married,3,3,1,0,0,50,20,0
15974,28,non_government,bachelors_degree,never_married,4,3,1,0,0,25,20,0
15975,42,non_government,high_school,never_married,2,2,0,0,6860,40,37,0
15976,39,non_government,associates_degree_vocational, married,5,1,1,0,0,40,15,0
15977,55,government_local,masters_degree, married,1,3,1,0,0,40,20,1
15978,36,non_government,bachelors_degree,never_married,2,3,0,0,0,17,20,0
15979,27,non_government,high_school, married,8,3,1,0,0,40,20,0
15980,23,non_government,high_school,never_married,7,3,0,0,0,30,20,0
15981,28,non_government,associates_degree_academic, married,3,3,1,0,0,30,20,0
15982,45,government_local,bachelors_degree, divorced,1,3,0,0,0,40,20,0
15983,35,non_government,some_college,never_married,6,3,1,0,0,40,20,0
15984,33,self_employed_not_incorporated,bachelors_degree, married,3,3,1,0,0,20,20,0
15985,50,self_employed_incorporated,professional_degree, married,1,3,1,0,0,75,20,1
15986,43,non_government,bachelors_degree,never_married,2,3,1,0,5383,40,20,0
15987,49,non_government,high_school,never_married,6,3,0,0,0,40,18,0
15988,41,government_federal,masters_degree, married,0,3,1,0,0,40,20,1
15989,43,non_government,associates_degree_academic, divorced,6,3,1,0,7620,70,20,1
15990,64,non_government,high_school, married,0,3,1,0,0,20,20,0
15991,38,government_local,some_college,never_married,2,0,0,0,0,40,20,0
15992,38,non_government,some_college, widowed,7,2,0,0,0,45,24,0
15993,29,non_government,high_school, married,2,3,0,9027,0,40,20,0
15994,41,non_government,some_college, divorced,8,3,1,0,0,60,20,0
15995,29,non_government,bachelors_degree, married,1,3,1,0,0,40,20,1
15996,21,government_state,some_college,never_married,5,3,1,0,0,10,20,0
15997,45,non_government,associates_degree_vocational,never_married,3,3,0,0,0,38,20,0
15998,32,non_government,bachelors_degree, married,0,3,1,0,6031,60,20,1
15999,18,non_government,some_college,never_married,7,3,0,0,0,16,20,0
16000,40,government_federal,high_school, married,2,3,1,0,0,40,20,0
16001,42,non_government,high_school, married,1,3,0,0,0,40,20,0
16002,43,non_government,associates_degree_academic, married,1,3,1,0,0,50,20,0
16003,28,non_government,associates_degree_academic,never_married,7,3,0,0,0,80,20,0
16004,60,non_government,masters_degree,never_married,1,3,1,0,0,50,20,0
16005,24,non_government,high_school, married,6,3,1,0,0,40,20,0
16006,45,non_government,high_school,never_married,3,3,0,0,0,20,20,0
16007,19,non_government,high_school,never_married,7,3,0,0,0,25,20,0
16008,54,non_government,some_college,never_married,5,3,1,0,0,40,20,0
16009,45,self_employed_incorporated,bachelors_degree, divorced,0,3,1,0,0,50,20,1
16010,50,self_employed_not_incorporated,bachelors_degree, married,5,3,0,0,0,50,20,1
16011,27,non_government,bachelors_degree, married,6,3,1,0,0,45,20,1
16012,24,non_government,high_school,never_married,11,2,1,0,0,50,20,0
16013,34,non_government,high_school,never_married,12,3,0,0,0,40,27,0
16014,18,non_government,high_school,never_married,2,3,0,0,0,40,20,0
16015,51,self_employed_not_incorporated,some_college, married,11,3,1,0,0,75,20,0
16016,21,non_government,high_school,never_married,7,3,0,0,0,35,20,0
16017,36,non_government,high_school, married,6,3,0,0,5955,40,20,0
16018,19,non_government,some_college,never_married,3,3,1,0,0,30,20,0
16019,41,non_government,high_school, divorced,2,3,0,0,0,40,20,0
16020,37,government_federal,some_college,never_married,2,3,1,0,0,40,20,0
16021,40,non_government,high_school, separated,7,3,0,0,0,25,20,0
16022,34,non_government,high_school, divorced,10,3,1,0,0,40,20,0
16023,47,government_state,some_college, divorced,2,3,0,0,0,40,20,0
16024,41,non_government,high_school, separated,2,2,1,7134,0,40,20,0
16025,40,government_state,masters_degree, divorced,1,3,0,0,0,20,20,0
16026,51,self_employed_not_incorporated,bachelors_degree, married,0,3,1,0,4979,70,20,0
16027,24,government_local,some_college,never_married,9,3,0,0,0,40,20,0
16028,25,non_government,some_college, separated,12,3,0,0,0,30,4,0
16029,46,government_federal,masters_degree, married,0,3,1,0,6221,40,20,1
16030,29,non_government,high_school, divorced,10,3,1,0,0,40,20,0
16031,74,self_employed_not_incorporated,bachelors_degree, married,0,3,1,0,5526,12,20,1
16032,67,self_employed_not_incorporated,high_school, married,11,3,1,0,0,50,20,0
16033,88,self_employed_not_incorporated,professional_degree, married,1,3,1,0,0,40,20,0
16034,22,self_employed_not_incorporated,some_college,never_married,11,3,1,0,0,20,20,0
16035,64,government_state,bachelors_degree, married,2,3,1,0,0,40,20,0
16036,40,non_government,some_college, married,6,3,1,16186,0,40,20,1
16037,41,government_state,doctoral_degree, married,1,3,1,0,0,50,20,1
16038,41,government_local,some_college, married,7,3,1,0,4704,40,20,1
16039,38,non_government,high_school, married,2,1,1,0,0,48,37,0
16040,57,non_government,high_school, widowed,3,3,0,0,0,32,20,0
16041,67,non_government,high_school, married,12,2,0,0,0,20,20,0
16042,45,non_government,some_college, married,3,3,1,0,5425,50,20,0
16043,30,non_government,bachelors_degree, married,0,2,1,0,0,42,20,1
16044,24,government_local,high_school,never_married,5,3,0,0,0,40,20,0
16045,32,non_government,associates_degree_vocational,never_married,0,3,0,0,0,23,20,0
16046,26,non_government,some_college,never_married,2,3,0,0,0,20,20,0
16047,26,non_government,high_school,never_married,10,2,1,0,0,40,20,0
16048,25,non_government,high_school, divorced,7,3,1,0,0,50,20,0
16049,43,non_government,some_college, married,1,3,1,15730,0,40,20,1
16050,48,non_government,some_college, married,0,3,1,0,0,65,20,1
16051,51,government_local,masters_degree, married,1,3,0,0,0,40,20,1
16052,20,non_government,some_college,never_married,7,3,0,0,0,20,20,0
16053,36,non_government,bachelors_degree,never_married,0,1,0,0,0,40,20,0
16054,23,self_employed_incorporated,bachelors_degree, divorced,3,3,0,0,0,43,20,0
16055,28,non_government,high_school, divorced,9,3,1,0,0,40,20,0
16056,37,non_government,high_school, divorced,3,3,0,0,0,25,22,0
16057,53,non_government,masters_degree, divorced,1,3,0,0,0,40,20,0
16058,28,non_government,high_school, married,10,3,1,0,0,40,20,0
16059,48,self_employed_not_incorporated,masters_degree, married,0,3,1,0,0,40,27,1
16060,33,non_government,bachelors_degree,never_married,5,3,0,0,0,45,20,1
16061,27,non_government,some_college,never_married,7,3,0,0,0,25,20,0
16062,23,non_government,some_college,never_married,3,3,0,0,0,15,20,0
16063,35,non_government,bachelors_degree,never_married,7,3,1,0,0,38,20,0
16064,33,non_government,high_school, married,5,3,1,0,0,40,20,0
16065,52,non_government,associates_degree_vocational, separated,7,3,0,0,0,35,20,0
16066,44,government_state,masters_degree, married,0,3,1,0,5428,40,20,1
16067,40,non_government,some_college, married,3,3,1,0,0,40,20,0
16068,34,non_government,some_college,never_married,0,3,0,0,0,40,20,0
16069,24,non_government,high_school, married,6,3,1,0,0,44,27,0
16070,50,self_employed_not_incorporated,masters_degree, married,11,3,1,7473,0,98,20,0
16071,36,non_government,bachelors_degree, divorced,1,2,0,0,637,40,20,0
16072,38,government_local,bachelors_degree, married,1,3,0,0,0,20,20,1
16073,48,non_government,high_school, married,8,3,1,0,0,45,20,0
16074,28,government_local,high_school,never_married,2,3,1,0,0,20,20,0
16075,43,non_government,high_school, divorced,0,3,0,0,0,40,20,0
16076,29,non_government,professional_degree,never_married,1,3,1,0,0,50,20,0
16077,57,self_employed_incorporated,bachelors_degree, married,1,3,1,0,0,45,20,1
16078,26,government_state,some_college,never_married,9,3,1,0,0,40,20,0
16079,20,non_government,some_college,never_married,2,1,0,0,0,40,21,0
16080,26,non_government,high_school, married,7,3,0,0,0,30,20,0
16081,40,non_government,high_school,never_married,6,3,1,0,0,28,20,0
16082,50,non_government,high_school, married,0,3,0,0,0,10,20,0
16083,40,non_government,bachelors_degree, married,2,3,1,0,0,40,20,1
16084,48,self_employed_not_incorporated,some_college, divorced,4,3,0,0,0,40,20,0
16085,24,non_government,some_college, married,3,3,1,0,0,40,20,0
16086,28,non_government,high_school, married,3,3,1,0,0,40,20,0
16087,25,non_government,some_college, married,10,3,1,0,0,40,20,0
16088,38,non_government,some_college, married,6,1,1,0,0,40,15,1
16089,45,non_government,bachelors_degree, married,0,3,1,0,0,38,20,1
16090,39,self_employed_not_incorporated,some_college, married,11,3,1,0,0,80,20,0
16091,25,non_government,associates_degree_academic,never_married,11,3,1,7426,0,45,20,0
16092,32,government_state,professional_degree, married,1,3,1,0,0,75,20,1
16093,30,non_government,high_school, married,10,3,1,15114,0,40,20,0
16094,63,non_government,masters_degree, separated,1,3,0,0,0,40,20,1
16095,33,non_government,high_school, divorced,3,3,0,0,0,50,20,0
16096,43,non_government,high_school, married,8,3,1,0,0,40,20,0
16097,66,non_government,masters_degree, married,1,3,1,9377,0,20,20,0
16098,36,non_government,some_college, married,2,3,0,0,0,12,20,1
16099,29,government_local,professional_degree,never_married,1,3,0,0,0,70,20,0
16100,32,non_government,associates_degree_vocational,never_married,0,2,0,0,0,35,5,0
16101,25,non_government,high_school, separated,7,2,1,0,0,40,20,0
16102,35,self_employed_not_incorporated,high_school, married,6,3,1,8979,0,45,20,0
16103,19,non_government,high_school,never_married,10,3,1,0,0,40,20,0
16104,52,non_government,bachelors_degree, married,7,3,1,0,0,50,20,0
16105,55,self_employed_not_incorporated,high_school, married,3,3,1,0,0,40,20,0
16106,28,non_government,high_school,never_married,7,3,1,0,0,40,27,0
16107,31,government_local,high_school,never_married,2,3,0,0,0,40,20,0
16108,36,non_government,bachelors_degree,never_married,3,1,0,0,0,50,1,0
16109,42,non_government,high_school, married,7,2,0,0,0,35,20,0
16110,42,non_government,doctoral_degree, married,1,3,1,0,0,50,20,0
16111,63,non_government,high_school, widowed,7,3,0,0,0,40,20,0
16112,57,government_local,some_college, married,4,2,1,21105,0,40,20,1
16113,27,self_employed_incorporated,high_school,never_married,3,3,1,0,0,50,20,0
16114,51,non_government,doctoral_degree, married,1,3,1,42653,0,60,10,1
16115,54,non_government,some_college, married,1,3,1,0,0,40,20,1
16116,50,non_government,masters_degree, married,6,3,1,0,5858,45,20,1
16117,20,government_local,some_college,never_married,9,3,1,0,0,25,20,0
16118,51,non_government,high_school,never_married,10,3,0,0,4704,40,20,0
16119,57,non_government,high_school, married,3,3,1,0,0,40,20,0
16120,27,non_government,high_school,never_married,3,3,1,0,0,40,20,0
16121,53,self_employed_not_incorporated,high_school, married,3,3,1,0,0,35,20,0
16122,84,non_government,high_school, widowed,1,3,0,0,0,16,20,0
16123,30,non_government,some_college, divorced,0,3,0,0,0,40,20,0
16124,37,government_local,bachelors_degree, divorced,1,3,0,3580,0,35,20,0
16125,22,non_government,high_school,never_married,6,3,1,0,0,40,20,0
16126,38,government_local,some_college, married,1,3,1,0,0,44,20,0
16127,49,self_employed_not_incorporated,bachelors_degree,never_married,0,3,0,0,0,40,20,0
16128,36,non_government,some_college, married,6,3,1,0,0,40,20,0
16129,18,non_government,high_school,never_married,7,3,0,0,0,20,20,0
16130,22,non_government,some_college,never_married,2,2,1,0,0,22,20,0
16131,37,non_government,associates_degree_vocational, divorced,1,3,0,0,0,40,20,0
16132,51,self_employed_not_incorporated,high_school,never_married,3,3,1,0,0,40,20,0
16133,34,non_government,associates_degree_academic, married,6,3,1,0,0,44,20,0
16134,54,non_government,high_school,never_married,1,3,1,0,0,40,20,0
16135,41,non_government,some_college, married,6,3,1,0,0,48,20,1
16136,39,non_government,some_college,never_married,10,1,1,0,0,40,15,0
16137,43,non_government,high_school, married,10,3,1,0,0,40,20,0
16138,59,non_government,high_school, married,6,3,1,0,0,40,20,0
16139,45,non_government,some_college, married,3,2,1,44350,0,99,20,1
16140,42,government_local,some_college,never_married,6,3,1,0,0,40,20,0
16141,62,non_government,bachelors_degree, married,1,3,1,0,0,50,20,1
16142,33,non_government,some_college, separated,7,3,0,0,0,38,4,0
16143,41,non_government,bachelors_degree, married,3,3,1,0,0,70,20,0
16144,40,non_government,high_school, divorced,6,3,1,0,0,40,20,0
16145,59,self_employed_not_incorporated,high_school, married,0,3,1,0,0,60,32,0
16146,41,non_government,masters_degree, married,1,3,0,0,0,45,5,0
16147,42,government_local,some_college, married,6,3,1,0,0,40,20,1
16148,31,non_government,some_college, married,6,3,1,0,0,55,20,1
16149,26,non_government,some_college, married,6,3,1,0,0,45,20,1
16150,33,government_state,doctoral_degree, married,1,3,1,0,0,50,20,1
16151,23,non_government,some_college, married,7,3,0,0,0,50,20,0
16152,47,government_local,masters_degree, married,1,3,1,0,0,60,20,1
16153,36,non_government,high_school, divorced,7,3,0,0,0,36,20,0
16154,31,non_government,bachelors_degree, married,1,3,1,0,0,50,20,0
16155,22,non_government,some_college,never_married,3,3,1,0,0,25,20,0
16156,61,non_government,high_school, divorced,3,3,0,0,8157,25,20,0
16157,24,non_government,high_school, married,9,3,1,0,0,40,20,0
16158,53,non_government,bachelors_degree,never_married,1,3,0,0,0,40,20,0
16159,51,non_government,bachelors_degree, divorced,2,3,0,0,0,40,20,0
16160,43,government_local,high_school, divorced,0,0,0,0,0,40,20,0
16161,59,self_employed_not_incorporated,high_school, married,11,3,1,0,0,70,20,0
16162,31,non_government,high_school,never_married,2,2,1,0,0,40,20,0
16163,28,non_government,some_college, divorced,7,3,0,0,0,30,20,0
16164,35,non_government,high_school, divorced,6,3,0,0,0,48,20,0
16165,37,non_government,bachelors_degree, married,1,3,1,0,0,40,20,1
16166,19,government_state,some_college,never_married,1,3,1,0,0,10,20,0
16167,28,non_government,some_college, divorced,2,3,0,0,0,40,20,0
16168,23,non_government,some_college, married,5,3,1,0,0,40,20,0
16169,22,non_government,high_school,never_married,6,3,1,0,0,50,20,0
16170,46,non_government,some_college, married,2,3,1,0,0,40,20,1
16171,52,non_government,high_school,never_married,1,3,0,0,1031,40,20,0
16172,25,non_government,high_school,never_married,3,2,1,0,0,24,20,0
16173,38,non_government,bachelors_degree, divorced,1,3,0,0,0,56,20,0
16174,40,non_government,bachelors_degree, married,0,3,1,0,0,60,20,0
16175,37,non_government,some_college, divorced,2,2,0,0,0,37,20,0
16176,43,non_government,high_school, divorced,5,2,0,0,0,35,20,0
16177,64,non_government,some_college,never_married,2,3,0,0,0,40,20,0
16178,31,self_employed_incorporated,some_college, married,0,1,0,0,0,70,19,0
16179,44,government_local,bachelors_degree, married,0,3,1,0,0,52,20,0
16180,19,non_government,some_college,never_married,7,3,0,0,0,16,20,0
16181,32,non_government,some_college, divorced,3,3,1,0,0,30,20,0
16182,30,government_local,high_school, married,9,2,1,0,0,40,20,0
16183,47,non_government,associates_degree_vocational, divorced,1,3,0,0,0,44,20,0
16184,60,non_government,some_college, divorced,2,3,0,0,0,40,20,0
16185,29,government_federal,bachelors_degree,never_married,1,3,0,0,0,40,20,0
16186,44,non_government,high_school, divorced,10,3,1,0,0,40,20,0
16187,21,non_government,some_college, married,2,3,0,0,0,15,20,0
16188,38,non_government,some_college, divorced,2,3,0,0,0,40,20,0
16189,22,non_government,some_college, married,5,3,1,0,0,40,20,0
16190,32,non_government,high_school, divorced,4,3,1,0,0,40,20,0
16191,43,non_government,some_college, divorced,6,3,1,0,0,35,20,0
16192,47,non_government,high_school, divorced,7,3,0,0,0,40,20,0
16193,45,non_government,some_college, widowed,7,3,0,0,0,45,20,0
16194,19,non_government,high_school,never_married,7,2,1,0,0,30,20,0
16195,56,non_government,associates_degree_vocational, married,6,2,1,0,0,40,20,1
16196,20,non_government,high_school,never_married,4,3,1,0,0,40,20,0
16197,20,government_federal,some_college,never_married,5,3,1,0,0,40,20,0
16198,64,government_local,high_school, widowed,0,3,1,0,0,40,20,0
16199,64,government_federal,associates_degree_academic, married,7,1,1,0,0,40,20,1
16200,39,non_government,some_college, married,1,3,1,0,0,50,20,0
16201,61,self_employed_not_incorporated,some_college, divorced,0,3,1,0,0,50,20,1
16202,26,non_government,bachelors_degree,never_married,5,3,1,0,0,40,20,0
16203,41,non_government,some_college, separated,6,2,1,0,0,40,20,0
16204,44,non_government,some_college, married,6,3,1,0,0,60,20,1
16205,59,non_government,high_school, widowed,10,3,0,0,0,40,20,0
16206,38,non_government,bachelors_degree, married,1,3,1,0,0,40,20,1
16207,24,non_government,bachelors_degree,never_married,3,3,0,0,0,40,20,0
16208,24,non_government,bachelors_degree,never_married,2,3,1,0,0,39,20,0
16209,27,non_government,some_college,never_married,8,3,1,0,0,40,20,0
16210,21,non_government,some_college,never_married,7,3,0,0,0,40,20,0
16211,24,non_government,high_school,never_married,3,3,1,0,0,35,4,0
16212,30,government_local,some_college,never_married,2,3,0,0,0,10,20,0
16213,31,government_local,doctoral_degree,never_married,1,3,1,0,0,50,27,1
16214,29,non_government,high_school,never_married,0,3,1,0,0,40,20,0
16215,27,government_federal,high_school, married,4,1,1,0,0,40,20,0
16216,45,non_government,high_school, divorced,2,3,0,0,0,38,20,0
16217,27,self_employed_incorporated,high_school,never_married,3,3,1,0,0,50,20,0
16218,58,non_government,some_college, married,3,3,1,0,0,45,20,1
16219,25,non_government,high_school,never_married,2,2,0,0,0,40,20,0
16220,29,non_government,associates_degree_vocational, married,1,3,1,0,0,40,20,0
16221,37,non_government,high_school, married,0,3,1,0,0,40,20,0
16222,66,non_government,bachelors_degree, married,6,1,1,0,0,30,15,0
16223,23,non_government,bachelors_degree,never_married,10,3,1,0,0,25,20,0
16224,45,non_government,high_school,never_married,3,2,1,0,0,40,20,0
16225,32,self_employed_not_incorporated,some_college, married,3,3,1,0,0,50,20,0
16226,30,non_government,some_college, married,6,3,1,0,0,40,20,0
16227,30,non_government,some_college, married,4,3,1,0,0,44,20,0
16228,55,non_government,associates_degree_vocational, married,8,3,1,15399,0,50,20,1
16229,37,non_government,some_college, married,1,3,0,0,0,30,20,0
16230,37,government_federal,bachelors_degree,never_married,1,3,0,0,0,40,20,0
16231,49,non_government,high_school, married,10,3,1,0,0,45,20,0
16232,53,non_government,masters_degree, married,0,3,0,0,0,50,20,1
16233,34,non_government,bachelors_degree, divorced,3,3,0,0,0,50,20,1
16234,21,non_government,high_school,never_married,9,3,1,0,0,40,20,0
16235,46,non_government,associates_degree_academic,never_married,2,3,0,0,0,40,20,0
16236,23,non_government,some_college,never_married,10,2,0,0,0,40,20,0
16237,65,non_government,associates_degree_vocational, divorced,0,3,0,0,0,40,20,0
16238,20,self_employed_incorporated,some_college,never_married,2,3,0,0,0,20,20,0
16239,26,non_government,masters_degree,never_married,1,3,0,0,5297,40,20,0
16240,20,non_government,some_college,never_married,7,3,0,0,0,24,20,0
16241,31,non_government,high_school, married,10,3,0,12548,0,40,20,1
16242,61,non_government,high_school, married,8,3,1,0,0,40,20,0
16243,25,non_government,some_college,never_married,7,3,0,0,0,40,20,0
16244,55,non_government,high_school, married,0,3,0,0,0,30,20,1
16245,20,non_government,some_college,never_married,5,3,0,0,0,24,20,0
16246,50,non_government,some_college, married,8,3,1,0,0,40,20,1
16247,36,non_government,some_college, married,3,3,1,0,0,44,20,0
16248,31,non_government,associates_degree_academic, divorced,7,0,0,0,0,40,20,0
16249,75,non_government,some_college, married,8,3,1,0,0,16,20,0
16250,61,government_local,high_school, married,7,3,1,0,0,40,20,0
16251,21,non_government,high_school,never_married,4,3,0,0,0,35,20,0
16252,65,non_government,bachelors_degree, widowed,7,3,0,0,0,40,20,0
16253,37,non_government,bachelors_degree, married,0,3,1,0,0,45,20,1
16254,36,non_government,high_school,never_married,6,3,1,0,0,65,20,0
16255,21,non_government,some_college,never_married,2,3,1,0,0,40,20,0
16256,28,non_government,bachelors_degree,never_married,0,3,0,0,0,40,20,0
16257,56,non_government,high_school, married,10,3,1,0,0,40,20,0
16258,50,self_employed_incorporated,masters_degree, married,3,3,1,0,0,40,20,1
16259,19,non_government,some_college,never_married,7,3,0,0,0,40,20,0
16260,45,non_government,some_college, married,8,3,1,0,0,55,20,0
16261,65,non_government,bachelors_degree, married,2,3,1,0,0,34,20,0
16262,47,self_employed_not_incorporated,high_school, married,6,3,1,0,0,90,20,0
16263,61,non_government,some_college, married,3,3,1,0,0,40,20,1
16264,19,self_employed_incorporated,some_college,never_married,11,3,1,0,0,60,20,0
16265,24,non_government,some_college, married,6,3,1,0,0,40,20,0
16266,29,non_government,bachelors_degree, married,1,3,1,15199,0,40,7,0
16267,28,non_government,high_school,never_married,5,1,1,0,0,50,20,0
16268,48,non_government,masters_degree, married,0,3,1,0,0,40,20,0
